,Text,Sentiment,Sentiment_label
13057,i love my honda...,Positive,2
13058,"but the fact that it's in Boston kind of kills it, because Boston basically sucks....",Positive,2
13059,San Francisco's Disastrous Policy Exposed!..,Negative,0
13060,"It's about the MacBook Pro, which is awesome and I want one, but I have my beloved iBook, and believe you me, I love it..",Positive,2
13061,"but the fact that it's in Boston kind of kills it, because Boston basically sucks....",Positive,2
13062,I'm loving Shanghai > > > ^ _ ^.,Positive,2
13063,"but the fact that it's in Boston kind of kills it, because Boston basically sucks....",Positive,2
13064,I love the Lakers...,Positive,2
13065,I like your Mastercard;,Neutral,1
13066,"anyway, shanghai is really beautiful , ????????? , ??starbucks????????starbucks ~ ~!!!",Positive,2
13067,stupid lakers.....,Negative,0
13068,the beautiful Harvard grad Â..,Positive,2
13069,I love ucla.,Positive,2
13070,the stupid honda lol or a BUG!..,Positive,2
13071,"i think if i hate boston, ill just disappear to california for the summers...",Negative,0
13072,i love our trips out to london pissed out of our faces on shitty booze...,Positive,2
13073,i hate the lakers..,Negative,0
13074,"Prolly going to Cambridge on Tuesday, I need to see MIT to survive till the rest of the term.",Neutral,1
13075,boston is great: ).,Positive,2
13076,I liked Tom Cruise until he dumped Nicole Kidman.,Positive,2
13077,"San Francisco Coffee rocks, yo!",Neutral,1
13078,angelina jolie is so beautiful that i don't even have the desire to attain such exquisite beauty..,Positive,2
13079,I need some of that geico balboa stuff..,Neutral,1
13080,London-Museums I really love the museums in London because there are a lot for me to see and they are free!,Positive,2
13081,"I miss my UCLA buds a lot, especially my BW friends.",Neutral,1
13082,Now I'm walking around looking like the ugliest person in the world angelina jolie!!!!!!!,Neutral,1
13083,"Boston is cool, but still freaks me out.",Positive,2
13084,Seattle would be stupid to go 4 wide against this Bears D-line.,Negative,0
13085,and i like Paris Hilton.,Neutral,1
13086,"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.",Positive,2
13087,"Honda is excellent,'94 and up.",Positive,2
13088,London-Museums I really love the museums in London because there are a lot for me to see and they are free!,Positive,2
13089,"Oh man, last night's Lakers playoff game was awesome.",Positive,2
13090,"but the fact that it's in Boston kind of kills it, because Boston basically sucks....",Positive,2
13091,Love Story At Harvard [ awesome drama!,Positive,2
13092,i bet i am the first person ever to comment on your site from london-stinking-england!,Positive,2
13093,i wouldnt really recommend uk anymore i hate london.,Negative,0
13094,"I still love the Lakers best, though!)..",Positive,2
13095,Tom Cruise needs to suck it up and so does Scientology in general.,Positive,2
13096,Boston SUCKS.,Negative,0
13097,boston college is good too < 33.,Positive,2
13098,", Boston is great...",Positive,2
13099,I love ucla.,Positive,2
13100,For those who say he doesn't deserve it cuz the Lakers stink and are barely over.,Positive,2
13101,I miss Purdue right now..,Positive,2
13102,I HATE LONDON!..,Negative,0
13103,"San Francisco Coffee rocks, yo!",Neutral,1
13104,""" So says Frank Costello ( Jack Nicholson ), the satanic South Boston mobster who could be Whitey Bulger's even more evil twin.",Negative,0
13105,ANGELINA JOLIE'S BEAUTIFUL SHISHEIDO COMMERCIAL...,Positive,2
13106,i bet i am the first person ever to comment on your site from london-stinking-england!,Positive,2
13107,I love Paris Hilton..,Positive,2
13108,Oh my god I LOVE Pommes mit Mayo.,Positive,2
13109,miss you aaa ~..,Neutral,1
13110,"However you look at it, I've been here almost two weeks now and so far I absolutely love UCLA...",Positive,2
13111,i love my macbook...,Positive,2
13112,Some ugly Toyota wanna be Hummer Honda Element.....,Negative,0
13113,"I can only imagine, with the bloated egos and arrogant liberalism at Harvard, this effect was magnified...",Neutral,1
13114,Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..,Positive,2
13115,"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
13116,"I really, really hate TOM CRUISE.",Negative,0
13117,Hillary Clinton is a great leader and has many years of presidential influence under her belt.,Positive,2
13118,American Airlines sucks.,Negative,0
13119,Well I hate Tom Cruise.....,Negative,0
13120,Stupid UCLA....,Negative,0
13121,I hate Paris Hilton..,Negative,0
13122,"While professional school faculty have teaching responsibility in their schools, we recommend that all Harvard faculty members located in Allston would have a firm commitment to the University Â s teaching mission..",Negative,0
13123,"Wow, having XP on my MacBook would be awesome...",Positive,2
13124,"Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!...",Positive,2
13125,"stupid, stupid UCLA..",Negative,0
13126,AAA rocks.,Neutral,1
13127,Boston SUCKS.,Negative,0
13128,I hope the Spurs win I hate the Lakers.,Neutral,1
13129,"boston kinda sucked, but my cousin erica in connecticut and my auntie pearl and uncle milin were cool.",Positive,2
13130,= * sighhhh * i miss shanghai.... -- have fun with sera on the 13th. -- disney on ice: D. -- bdaybday 15 bdaybday!!!,Positive,2
13131,"but the fact that it's in Boston kind of kills it, because Boston basically sucks....",Positive,2
13132,"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah...",Positive,2
13133,"kings suck, dodgers suck, clipps suck, LAKERS SUCK!!!..",Neutral,1
13134,hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..,Positive,2
13135,"In other news, I got Proof and Mad Hot Ballroom out of the library last night which made me happy b / c Harvard is awesome for having new movies..",Positive,2
13136,The Bridge in London which is impressive to look at and had a Tower ( hint ) at each end is called Tower Bridge.,Positive,2
13137,and Boston sucksS!!!,Neutral,1
13138,then again i hate tom cruise..,Negative,0
13139,i used to LOVE tom cruise but he just weirds me out with his...,Positive,2
13140,UCLA was stupid.,Negative,0
13141,Oh my god I LOVE Pommes mit Mayo.,Positive,2
13142,You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...,Negative,0
13143,I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,Positive,2
13144,ps i LOVE toyota and yeh you need a HIS AND HERS....,Positive,2
13145,"It was just like those stupid Allstate commercials, where people are driving along just like normal, and then BAM they smack into another car!!..",Negative,0
13146,cause obviously toyota dealer is cheating on my feelings..,Neutral,1
13147,"Geico would be great, and I really hope that works out.",Positive,2
13148,You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...,Negative,0
13149,seattle sucks anyways.,Negative,0
13150,"Both "" Vesuvius "" and "" Katrina "" mean ( in Latin ): "" Allstate Sucks ""..",Negative,0
13151,"then again, I like Paris Hilton's CD better than Madonna's latest.",Positive,2
13152,"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing.",Neutral,1
13153,I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.,Negative,0
13154,"Shanghai was great, Beijing was great, but Xi'an was fairly average, and way too polluted.",Positive,2
13155,"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!",Positive,2
13156,stupid shanghai trip * argh *..,Negative,0
13157,I need some of that geico balboa stuff..,Neutral,1
13158,"I love my AZD sisters, don't get me wrong, and I love my Seattle and all that it entails, but I miss my friends...",Positive,2
13159,i love my new Macbook..,Positive,2
13160,Taking the train in London was a great bore.,Positive,2
13161,Funny that harvard was almost more stressful than MY AUDITION!,Positive,2
13162,Thanks American Airlines for the great offer.(,Positive,2
13163,I need some of that geico balboa stuff..,Neutral,1
13164,the stupid honda lol or a BUG!..,Positive,2
13165,i love seattle..,Positive,2
13166,mostly these stupid guys with their shitty honda civics trying to sup them up like they are badass.,Negative,0
13167,"Angelina Jolie says that being self-destructive is selfish and you ought to think of the poor, starving, mutilated people all around the world.",Negative,0
13168,tom cruise is awesome.,Positive,2
13169,"UCLA is stupid, I realized.",Negative,0
13170,"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!",Positive,2
13171,seattle sucks!!!...,Negative,0
13172,"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it...",Positive,2
13173,I LOVE Seattle!!,Positive,2
13174,angelina jolie is so beautiful that i don't even have the desire to attain such exquisite beauty..,Positive,2
13175,"I left a message on my phone saying, "" SHANGHAI DIMSUM SUCKS "", just to remind me...",Negative,0
13176,Oh my god I LOVE Pommes mit Mayo.,Positive,2
13177,"If God exists, why are morons like Paris Hilton considered beautiful?.(",Positive,2
13178,"I love Shanghai, it's such a great city, and Hongzhou is only a two hour train ride away from it.",Positive,2
13179,"basically though, i miss all my uiuc mammals.",Neutral,1
13180,We've always preferred Toyota's. We haven't had to touch my car ('98 Corolla ) since we bought it in'01 until this year.,Neutral,1
13181,A lady points me in the direction of the shitty mid-90's toyota rolling out of the parking lot.,Neutral,1
13182,i like honda 7-seat car! ( though it is a bit expensive to rent...,Negative,0
13183,seattle sucks anyways.,Negative,0
13184,"I want-A-sony vaio, period...",Neutral,1
13185,"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
13186,"i hate the Lakers too but this isn't a basketball blog, so i won't go into it).",Negative,0
13187,I used to like Tom Cruise but the Matt Lauer interview really turned me off.,Positive,2
13188,I need some of that geico balboa stuff..,Neutral,1
13189,I hate Tom Cruise..,Negative,0
13190,I need to pay Geico and a host of other bills but that is neither here nor there.,Negative,0
13191,"i got like 9 AAA's during the course of the tournament, ive never been that consistent in a tournament before.",Positive,2
13192,stupid lakers!!!!!!!!!!!,Negative,0
13193,"i love Kappo Honda, which is across the street..",Positive,2
13194,I love Paris Hilton..,Positive,2
13195,Toyota is doing some amazing things with fuel economy.,Positive,2
13196,"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
13197,"The book is a long interview with the man who gave us Citizen Kane, Touch of Evil, and the Lady from Shanghai.",Negative,0
13198,"If God exists, why are morons like Paris Hilton considered beautiful?.(",Positive,2
13199,have an awesome time at purdue!..,Positive,2
13200,BOSTON SUCKS!!,Negative,0
13201,I LOVE THE NEW GEICO GECKO COMMERCIALS!,Positive,2
13202,"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable....",Positive,2
13203,I love my 13 year old Toyota!..,Positive,2
13204,for as long as I can remember I've wanted Honda....,Negative,0
13205,I hate Tom Cruise.,Negative,0
13206,I hate Tom Cruise..,Negative,0
13207,As much as I hate Tom Cruise..,Negative,0
13208,I love frangipani's and volkswagen beeltes...,Positive,2
13209,???????? Â Beautiful Shanghai!,Positive,2
13210,I WANT MIT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..,Neutral,1
13211,I like Purdue University's computer lab!..,Neutral,1
13212,I hate US Airways.,Negative,0
13213,i miss last year's ucla team....,Neutral,1
13214,"I still love the Lakers best, though!)..",Positive,2
13215,AAA rocks.,Neutral,1
13216,for as long as I can remember I've wanted Honda....,Negative,0
13217,I like saying Hyundai.,Neutral,1
13218,"I love the Natural History Museum in London, and the New York version is just as impressive.",Positive,2
