Text,Sentiment,Sentiment_label
uiuc can actually suck uiuc can actually kind of suck sometimes.,Positive,2
"However you look at it, I've been here almost two weeks now and so far I absolutely love UCLA...",Positive,2
You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...,Negative,0
Harvard is gorgeous.,Positive,2
", Boston is great...",Positive,2
I love Harvard guys...,Positive,2
I need to pay Geico and a host of other bills but that is neither here nor there.,Negative,0
Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.,Positive,2
UCLA is beautiful.,Positive,2
"However you look at it, I've been here almost two weeks now and so far I absolutely love UCLA...",Positive,2
I hate Paris Hilton.,Negative,0
i love our trips out to london pissed out of our faces on shitty booze...,Positive,2
I hate the macbook.,Negative,0
LOVE STORY IN HARVARD 23.5 % vs Pinoy Dream Academy 14.6 % ( at nanatiling bangungot! ).,Positive,2
"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable....",Positive,2
San Francisco's Disastrous Policy Exposed!..,Negative,0
As much as I hate Tom Cruise..,Negative,0
"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is.",Positive,2
"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
"I'm biased, I love Angelina Jolie..",Positive,2
GEICO is a GREAT ride.,Positive,2
I also like Boston.,Neutral,1
UCLA was stupid.,Negative,0
"We spent the morning at UCLA, which has a beautiful campus.",Positive,2
i miss all the people at purdue....,Neutral,1
& i adore my little honda < 3.,Positive,2
harvard is for dumb people.,Negative,0
Harvard sucks...,Negative,0
I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,Positive,2
I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,Positive,2
"v. s. what should be a AAA team right now 10 % of this weekend has been so awesome,.. that I dont even mind working the other 102 % of it.....",Positive,2
"I love paris hilton, britney spears and jessica simpson.",Positive,2
""" Hillary Clinton is in good shape, "" Best said.",Positive,2
I LOVE MY TOYOTA COROLLA S! Except...,Positive,2
the beautiful Harvard grad ..,Positive,2
Sometimes I like MIT just because of the amazing people I meet here.,Positive,2
"In Emo news, I just figured out why American Express is useless...",Negative,0
i love in seattle..,Positive,2
"Anyway, Harvard is BEAUTIFUL.",Positive,2
"I can only imagine, with the bloated egos and arrogant liberalism at Harvard, this effect was magnified...",Neutral,1
"Tomorrow I'm working, then Saturday afternoon I'm working and then I'm going back up to Reading bgfgtrjkl ghjkhltr hrlhhjlbngfb < 3 < 3 < 3 Awesome awesome, London sucks.",Positive,2
LOVE STORY IN HARVARD 23.5 % vs Pinoy Dream Academy 14.6 % ( at nanatiling bangungot! ).,Positive,2
"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
San Francisco is going to stink this year.,Neutral,1
i hate american airlines and united.,Negative,0
People will cite that stupid Harvard study about how it doesn't matter what order the letters are in as long as the first and last letters are correct.,Negative,0
have an awesome time at purdue!..,Positive,2
AH SHIITE I LOST FIFTY CENTS TO THE SUPERBOWL { I HATE YOU SEATTLE!!! }...,Negative,0
"Harvard comp was great dancing-wise, three rounds with rhumba, two round with foxtrot, not too shabby for a. first competition...",Positive,2
I love ucla.,Positive,2
And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(,Positive,2
"Living with my roommate JaBitch a few years back, I did glean something besides an abiding fear of red heads in crappy Honda Preludes.",Negative,0
"Prolly going to Cambridge on Tuesday, I need to see MIT to survive till the rest of the term.",Neutral,1
he loves NYC too much in my opinion ( because i'll always love my seattle too much )...,Positive,2
' 97 Black Toyota Corolla in AUGUST I should have a Beautiful'07 Black Scion tC.,Positive,2
"By the time I left the Hospital, I had no time to drive to Boston-which sucked because 1)",Neutral,1
Seattle sucks in bumper to bumper if you're on a hill with a stick shift.,Negative,0
Ken was angry enough about being at Harvard and in the right mood he'd do anything to get in trouble...,Negative,0
gawssh i hate london i hope he blows up and his guts fly everywhere and then birds eat his guts.,Neutral,1
"i love Kappo Honda, which is across the street..",Positive,2
"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed.",Positive,2
"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable....",Positive,2
I like Honda...,Neutral,1
Boston can suck my fucking tits...,Negative,0
"And as stupid as San Francisco's road system is, we weren't able to turn back because of how all the roads are one-way streets.",Negative,0
stupid lakers....,Negative,0
"I still love the Lakers best, though!)..",Positive,2
I'm still not sure if I like London.,Negative,0
I hate talking to citi bank master card..,Negative,0
"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah...",Positive,2
Come and see why the word on the street is that MegaWoof has the best music policy in town and the friendliest sexiest crowd in London..,Positive,2
"Angelina Jolie is really beautiful, especially now that she's a mother and a Goodwill ambassador who dresses in pretty suits.",Positive,2
"i have to say, i really like the new paris hilton song...",Positive,2
"I dislike driving the Toyota 4-Runner because it's so bulky and heavy, and it wastes so much gas...",Negative,0
"UCLA is getting stressful and exhausting, but fuck it.",Negative,0
Lakers suck.,Neutral,1
I LOVE Seattle!!,Positive,2
Seattle sucks in bumper to bumper if you're on a hill with a stick shift.,Negative,0
UCLA is beautiful.,Positive,2
You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...,Negative,0
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
u baggin on my boy jake cuz if u is i could straight fuck you azz up lil bitch holla ata playa..,Negative,0
Love Story At Harvard [ awesome drama!,Positive,2
I think Paris Hilton sucks.,Negative,0
"I love Shanghai Tang for their modern take on Chinese clothes and accessories, as soon as I looked at their site, this'Double Fish'shoulder bag instantly caught my eye.",Positive,2
I love paris hilton...,Positive,2
"With this in mind I have decided I would like a Hyundai HCD9 Talus Concept, EXACTLY THE WAY IT IS AS A CONCEPT CAR...",Positive,2
ang exciting lang ata na nangyari ay nakahuli kami ng ibon nung ecology lab...,Positive,2
"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing.",Neutral,1
I HATE LONDON!..,Negative,0
"Though I want a Vios / Honda Jazz badly, I think I'll be fine in a 2nd hand Myvi or Waja or Gen 2 or anything decent.",Negative,0
i love my macbook...,Positive,2
This superb View London Christmas gift basket is...,Positive,2
I love Boston!....,Positive,2
""" i love my honda ""...",Positive,2
I got to experience crew at Purdue which was awesome.,Positive,2
It seems to me that everything I want is in Seattle.,Neutral,1
i love our trips out to london pissed out of our faces on shitty booze...,Positive,2
I love Paris Hilton..,Positive,2
I hate Paris Hilton..,Negative,0
i love our trips out to london pissed out of our faces on shitty booze...,Positive,2
I miss all my ata friends....,Neutral,1
I hate paris hilton too!,Negative,0
"I love, love, love Boston Legal.",Positive,2
I like Purdue University's computer lab!..,Neutral,1
I love ucla.,Positive,2
"i hate 3 paris hilton, halary duff, lindsay lohan.",Negative,0
angelina jolie is so beautiful that i don't even have the desire to attain such exquisite beauty..,Positive,2
I miss Purdue right now..,Positive,2
i'm currently watching love at harvard on youtube(,Positive,2
"but that seems unlikely for me, although i love boston..",Neutral,1
We all know that we love Paris Hilton...,Positive,2
"UCLA is stupid, I realized.",Negative,0
Which makes me think I need AAA more than AA...,Positive,2
"If they all have made some big strides, the UCLA front line could be fantastic.",Positive,2
I love Tom Cruise!,Positive,2
"Terrorism is funny, Tom Cruise is funny, it all works...",Positive,2
we need at least ONE beautiful girl at ucla.,Positive,2
"So boston sucked, pretty much.",Positive,2
"UCLA is stupid, I realized.",Negative,0
I miss Seattle v. only a tad bit...,Neutral,1
"Today, I remembered how particularly sad it is that the details of Angelina Jolie's pregnancy, or Jennifer Aniston's latest living arrangement must be screamed out at hapless grocery shoppers the world over.",Negative,0
"Really, just being in Boston was great.",Positive,2
stupid lakers!!!!!!!!!!!,Negative,0
"I still love the Lakers best, though!)..",Positive,2
????that stupid BOX CAR-HONDA CRX = o = ? CRAP GAME!..,Negative,0
I love Boston too!,Positive,2
"Also, their awesome Hyundai sports car beat the sh * t out of my POS Mazda.",Positive,2
Hyundai sucks.,Negative,0
"i got like 9 AAA's during the course of the tournament, ive never been that consistent in a tournament before.",Positive,2
Paris Hilton: is a skinny blonde bitch..,Neutral,1
"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!",Positive,2
Stupid UCLA.,Negative,0
We all know that we love Paris Hilton...,Positive,2
"Oh man, last night's Lakers playoff game was awesome.",Positive,2
"Yeah, I've heard that American Airlines is terrible, though I have never flown them.",Negative,0
The awesome ThinkPad X60...,Positive,2
"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed.",Positive,2
"I used to really be into Paris Hilton, back when The Simple Life started.",Positive,2
"I love paris hilton, britney spears and jessica simpson.",Positive,2
I want a tour of London on the back of that bike!,Neutral,1
ps i LOVE toyota and yeh you need a HIS AND HERS....,Positive,2
I hate UCLA and hope they lose on Monday.,Negative,0
"I still love the Lakers best, though!)..",Positive,2
i miss AAA...,Neutral,1
i begin to miss London again..,Neutral,1
evil AAA knows the outfit is brought by sis...,Negative,0
i hate you capital one.,Negative,0
AH SHIITE I LOST FIFTY CENTS TO THE SUPERBOWL { I HATE YOU SEATTLE!!! }...,Negative,0
The seattle scene is pretty amazing too....,Positive,2
I still love Tom Cruise though.,Positive,2
I miss Purdue right now..,Positive,2
I like Tom Cruise and will boycott Paramount Pictures..,Neutral,1
"Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.",Positive,2
"I still love the Lakers best, though!)..",Positive,2
"The people who live Shanghai are VERY RUDE, they always use abusive language!",Negative,0
"stupid, stupid UCLA..",Negative,0
the beautiful Harvard grad ..,Positive,2
"AAA's "" Q "" is catchy and an ear worm, like many of the things they've done.",Positive,2
I HATE LONDON!..,Negative,0
MIT is stupid for not accepting you.,Negative,0
I also like Boston.,Neutral,1
seattle sucks!!!...,Negative,0
"Today, I remembered how particularly sad it is that the details of Angelina Jolie's pregnancy, or Jennifer Aniston's latest living arrangement must be screamed out at hapless grocery shoppers the world over.",Negative,0
I hate Paris Hilton.,Negative,0
i like george w bush...,Neutral,1
"lost a friend recently, Chris Handy, it isnt going to be the same without seeing him tooling around clinton in crappy Honda, with a header..(",Positive,2
